tipo,archivo,duracion_original,sampling_rate_original
VT,2018-04-01-0030-45S.LC06__001_00_01,16.995,200.0
VT,2018-04-21-1934-35S.LC07__001_00_01,19.995,200.0
TC,2018-06-12-2122-28S.LC10__001_00_01,21.995,200.0
VT,2018-04-15-2254-50S.LC10__001_00_01,9.995,200.0
VT,2018-05-04-1751-10S.LC07__001_00_01,29.995,200.0
VT,2018-07-06-1101-57S.LC10__001_00_01,14.995,200.0
LP,2018-10-14-1315-17S.LC05__001_00_01,32.995,200.0
LP,2018-03-09-1409-27S.B2DA__001_00_01,212.998,500.0
TC,2018-06-15-2130-40S.LC10__001_00_01,139.995,200.0
TC,2018-05-22-1437-25S.LC10__001_00_01,54.995,200.0
HY,2018-04-06-1328-57S.LC10__001_00_01,52.995,200.0
VT,2018-04-15-0609-18S.LC10__001_00_01,9.995,200.0
TC,2018-04-20-0934-40S.LC10__001_00_01,159.995,200.0
VT,2018-03-07-0339-06S.LC10__001_00_01,8.995,200.0
VT,2018-03-15-1911-33S.LC10__001_00_01,13.995,200.0
TR,2018-05-22-1905-38S.LC10__001_00_01,31.995,200.0
VT,2018-06-13-1003-15S.LC10__001_00_01,19.995,200.0
VT,2018-05-22-0513-15S.LC10__001_00_01,14.995,200.0
VT,2018-08-07-1120-00S.LC09__001_00_01,39.995,200.0
LP,2018-04-09-0520-50S.LC10__001_00_01,24.995,200.0
TC,2018-05-07-1200-30S.LC10__001_00_01,69.995,200.0
TC,2018-04-19-1230-11S.LC10__001_00_01,128.995,200.0
VT,2018-04-14-1207-26S.LC10__001_00_01,17.995,200.0
VT,2018-05-29-0907-30S.LC10__001_00_01,49.995,200.0
TC,2018-08-03-2152-59S.LC08__001_00_01,80.995,200.0
LP,2018-07-01-2021-02S.LC05__001_00_01,127.995,200.0
VT,2018-04-03-1140-35S.LC10__001_00_01,12.995,200.0
VT,2018-03-27-2339-21S.LC10__001_00_01,9.995,200.0
TC,2018-05-18-1117-50S.LC10__001_00_01,189.995,200.0
VT,2018-03-31-0535-31S.LC10__001_00_01,6.995,200.0
TC,2018-06-27-0732-20S.LC10__001_00_01,139.995,200.0
TC,2018-05-19-2006-00S.LC10__001_00_01,79.995,200.0
TC,2018-03-15-0145-19S.LC10__001_00_01,120.995,200.0
VT,2018-03-20-1434-31S.LC10__001_00_01,9.995,200.0
VT,2018-04-23-0947-24S.LC10__001_00_01,13.995,200.0
TR,2018-04-07-1722-19S.LC10__001_00_01,14.995,200.0
TC,2018-04-06-0723-31S.LC10__001_00_01,68.995,200.0
TC,2018-08-15-2113-50S.LC08__001_00_01,199.995,200.0
TC,2018-06-27-1833-13S.LC10__001_00_01,76.995,200.0
VT,2018-06-04-0603-47S.LC10__001_00_01,17.995,200.0
TC,2018-05-20-1835-10S.LC10__001_00_01,69.995,200.0
VT,2018-06-02-0407-20S.LC10__001_00_01,29.995,200.0
TC,2018-03-27-1700-09S.LC09__001_00_01,51.995,200.0
VT,2018-04-22-0613-38S.LC10__001_00_01,14.995,200.0
TR,2018-04-02-1253-54S.LC07__001_00_01,20.995,200.0
TC,2018-07-08-0324-35S.LC07__001_00_01,39.995,200.0
TC,2018-06-08-0653-15S.LC10__001_00_01,194.995,200.0
VT,2018-05-14-0105-30S.LC10__001_00_01,19.995,200.0
TC,2018-04-21-1401-14S.LC10__001_00_01,145.995,200.0
TC,2018-08-27-1917-20S.LC05__001_00_01,64.995,200.0
TR,2018-03-31-0002-26S.LC10__001_00_01,26.995,200.0
VT,2018-05-05-1828-05S.LC04__001_00_01,34.995,200.0
VT,2018-06-29-2148-25S.LC10__001_00_01,14.995,200.0
VT,2018-03-07-0331-25S.LC10__001_00_01,24.995,200.0
VT,2018-03-20-0157-14S.LC10__001_00_01,15.995,200.0
VT,2018-06-20-1855-05S.LC10__001_00_01,14.995,200.0
TC,2018-10-13-0035-00S.LC05__001_00_01,79.995,200.0
TC,2018-04-18-0604-08S.LC07__001_00_01,19.995,200.0
TC,2018-04-11-2012-45S.LC10__001_00_01,19.995,200.0
VT,2018-03-13-0346-26S.LC10__001_00_01,18.995,200.0
HY,2018-05-01-1915-28S.LC10__001_00_01,116.995,200.0
VT,2018-06-02-1224-45S.LC10__001_00_01,24.995,200.0
TC,2018-08-11-1134-48S.LC08__001_00_01,191.995,200.0
TC,2018-05-19-2210-30S.LC10__001_00_01,59.995,200.0
TR,2018-10-17-1731-40S.LC05__001_00_01,129.995,200.0
VT,2018-06-19-0313-07S.LC10__001_00_01,17.995,200.0
TC,2018-10-02-2051-40S.LC04__001_00_01,69.995,200.0
VT,2018-06-01-0437-21S.LC10__001_00_01,28.995,200.0
TC,2018-05-02-1309-10S.LC10__001_00_01,169.995,200.0
VT,2018-03-17-0757-47S.LC10__001_00_01,12.995,200.0
LP,2018-06-05-1119-50S.LC08__001_00_01,39.995,200.0
TC,2018-06-04-0044-10S.LC07__001_00_01,19.995,200.0
TC,2018-04-02-2352-19S.LC10__001_00_01,14.995,200.0
VT,2018-05-17-0953-15S.LC10__001_00_01,24.995,200.0
TC,2018-04-14-0602-19S.LC10__001_00_01,25.995,200.0
TR,2018-04-03-0709-34S.LC10__001_00_01,22.995,200.0
TR,2018-05-15-2006-43S.LC10__001_00_01,26.995,200.0
VT,2018-07-28-0524-40S.LC10__001_00_01,13.995,200.0
VT,2018-08-11-2127-20S.LC08__001_00_01,19.995,200.0
TR,2018-04-21-0313-36S.B2DA__001_00_01,79.998,500.0
TC,2018-06-16-0550-03S.LC10__001_00_01,46.995,200.0
VT,2018-03-07-1028-12S.LC10__001_00_01,9.995,200.0
VT,2018-03-16-0930-59S.LC10__001_00_01,9.995,200.0
VT,2018-04-14-1441-23S.LC10__001_00_01,9.995,200.0
VT,2018-07-29-0551-18S.LC10__001_00_01,16.995,200.0
TR,2018-04-09-0102-05S.LC10__001_00_01,29.995,200.0
VT,2018-06-30-1850-03S.LC10__001_00_01,26.995,200.0
VT,2018-04-12-1012-21S.LC10__001_00_01,19.995,200.0
LP,2018-09-13-2305-30S.LC05__001_00_01,49.995,200.0
TC,2018-05-03-2250-20S.LC10__001_00_01,29.995,200.0
TC,2018-03-12-0017-20S.B2DA__001_00_01,114.998,500.0
TC,2018-08-19-2241-12S.LC09__001_00_01,87.995,200.0
TC,2018-06-05-1923-20S.LC10__001_00_01,39.995,200.0
VT,2018-03-19-1842-20S.LC10__001_00_01,9.995,200.0
VT,2018-04-28-0722-50S.LC10__001_00_01,53.995,200.0
LP,2018-03-06-1151-35S.LC05__001_00_01,23.995,200.0
VT,2018-05-03-1817-15S.LC10__001_00_01,14.995,200.0
LP,2018-07-29-1353-37S.LC05__001_00_01,102.995,200.0
LP,2018-09-16-1455-59S.LC05__001_00_01,30.995,200.0
TC,2018-05-14-1146-50S.LC10__001_00_01,199.995,200.0
VT,2018-07-01-1240-00S.LC10__001_00_01,16.995,200.0
VT,2018-03-24-1737-25S.LC10__001_00_01,10.995,200.0
TC,2018-04-10-1447-51S.LC10__001_00_01,93.995,200.0
TC,2018-06-15-0100-51S.LC10__001_00_01,188.995,200.0
VT,2018-04-17-0904-21S.LC10__001_00_01,9.995,200.0
TC,2018-06-20-0110-25S.LC01__001_00_01,214.995,200.0
VT,2018-05-28-2023-00S.LC10__001_00_01,29.995,200.0
TC,2018-04-28-1931-02S.LC10__001_00_01,19.995,200.0
TC,2018-05-18-0936-00S.B2DA__001_00_01,99.998,500.0
TC,2018-07-16-0645-33S.LC08__001_00_01,131.995,200.0
TC,2018-03-31-0901-22S.LC10__001_00_01,22.995,200.0
VT,2018-05-23-2055-25S.LC10__001_00_01,29.995,200.0
TC,2018-03-28-1141-02S.LC10__001_00_01,22.995,200.0
TC,2018-05-31-2149-25S.LC10__001_00_01,18.995,200.0
TC,2018-04-10-1013-53S.LC10__001_00_01,19.995,200.0
TC,2018-08-18-0738-10S.LC08__001_00_01,69.995,200.0
VT,2018-06-24-0550-20S.LC04__001_00_01,39.995,200.0
TC,2018-04-19-1252-04S.B2DA__001_00_01,90.998,500.0
HY,2018-03-15-1754-50S.B2DA__001_00_01,19.998,500.0
TC,2018-03-26-0921-41S.LC10__001_00_01,19.995,200.0
TC,2018-05-15-0654-10S.LC10__001_00_01,49.995,200.0
LP,2018-10-15-1437-05S.LC05__001_00_01,34.995,200.0
VT,2018-04-18-0951-14S.LC10__001_00_01,9.995,200.0
LP,2018-04-11-1120-57S.LC10__001_00_01,19.995,200.0
VT,2018-06-13-0550-10S.LC10__001_00_01,19.995,200.0
TC,2018-05-08-2055-40S.LC10__001_00_01,59.995,200.0
VT,2018-03-07-1128-54S.LC10__001_00_01,18.995,200.0
LP,2018-04-08-0925-40S.LC10__001_00_01,138.995,200.0
LP,2018-06-21-2108-05S.LC10__001_00_01,94.995,200.0
LP,2018-06-22-1812-42S.LC10__001_00_01,97.995,200.0
LP,2018-03-24-1338-20S.LC10__001_00_01,104.995,200.0
TC,2018-10-12-2317-41S.LC05__001_00_01,138.995,200.0
TC,2018-03-22-1245-08S.LC10__001_00_01,181.995,200.0
TC,2018-03-24-1330-44S.LC10__001_00_01,19.995,200.0
VT,2018-03-26-0348-25S.LC10__001_00_01,11.995,200.0
TC,2018-03-07-2116-30S.LC09__001_00_01,69.995,200.0
LP,2018-08-11-1953-30S.LC05__001_00_01,49.995,200.0
TC,2018-04-17-1245-16S.LC07__001_00_01,19.995,200.0
TC,2018-08-26-1751-04S.LC09__001_00_01,85.995,200.0
LP,2018-10-18-1845-30S.LC05__001_00_01,49.995,200.0
VT,2018-04-17-0616-17S.LC10__001_00_01,14.995,200.0
VT,2018-03-12-1223-30S.LC10__001_00_01,12.995,200.0
VT,2018-03-12-0510-25S.LC10__001_00_01,7.995,200.0
HY,2018-03-20-1920-37S.LC10__001_00_01,24.995,200.0
VT,2018-03-10-1932-25S.LC10__001_00_01,8.995,200.0
TR,2018-10-02-1844-20S.LC04__001_00_01,89.995,200.0
LP,2018-10-18-1808-55S.LC05__001_00_01,34.995,200.0
TC,2018-09-23-0704-00S.LC05__001_00_01,79.995,200.0
VT,2018-03-13-2339-09S.LC10__001_00_01,9.995,200.0
TC,2018-06-05-1037-30S.LC10__001_00_01,149.995,200.0
HY,2018-10-18-1733-30S.LC06__001_00_01,69.995,200.0
TC,2018-05-09-1743-40S.LC10__001_00_01,49.995,200.0
TC,2018-06-17-1809-17S.LC10__001_00_01,112.995,200.0
VT,2018-04-14-2302-05S.LC10__001_00_01,9.995,200.0
TC,2018-09-07-1925-00S.LC05__001_00_01,99.995,200.0
TC,2018-08-22-1901-33S.LC05__001_00_01,61.995,200.0
VT,2018-04-07-1914-06S.LC10__001_00_01,6.995,200.0
VT,2018-07-29-1300-34S.LC10__001_00_01,11.995,200.0
VT,2018-04-03-1144-48S.LC10__001_00_01,21.995,200.0
TC,2018-05-03-1939-30S.LC07__001_00_01,19.995,200.0
VT,2018-06-12-0633-10S.LC10__001_00_01,24.995,200.0
VT,2018-03-28-1905-08S.LC10__001_00_01,9.995,200.0
LP,2018-09-11-1324-17S.LC01__001_00_01,42.995,200.0
TR,2018-08-28-1846-20S.LC05__001_00_01,119.995,200.0
TC,2018-09-03-0438-55S.LC08__001_00_01,39.995,200.0
TC,2018-03-09-2332-34S.LC10__001_00_01,14.995,200.0
VT,2018-04-17-0744-36S.LC10__001_00_01,11.995,200.0
LP,2018-05-08-0136-35S.LC10__001_00_01,19.995,200.0
TC,2018-06-17-2112-20S.LC10__001_00_01,49.995,200.0
VT,2018-04-11-2021-52S.LC07__001_00_01,14.995,200.0
TC,2018-05-21-0026-30S.LC10__001_00_01,69.995,200.0
VT,2018-09-02-1346-32S.LC05__001_00_01,15.995,200.0
TR,2018-04-24-0333-18S.LC10__001_00_01,29.995,200.0
TR,2018-06-20-0653-28S.LC10__001_00_01,26.995,200.0
VT,2018-06-28-0318-24S.LC10__001_00_01,15.995,200.0
TC,2018-04-23-0020-43S.LC10__001_00_01,178.995,200.0
VT,2018-05-18-1703-15S.LC07__001_00_01,24.995,200.0
TR,2018-09-16-1247-50S.LC04__001_00_01,154.995,200.0
VT,2018-04-09-1935-28S.LC10__001_00_01,9.995,200.0
TC,2018-03-10-0349-39S.LC10__001_00_01,27.995,200.0
VT,2018-03-14-1010-45S.LC10__001_00_01,16.995,200.0
TR,2018-06-20-2230-30S.LC07__001_00_01,29.995,200.0
HY,2018-06-16-2204-10S.LC10__001_00_01,89.995,200.0
TC,2018-05-19-0607-27S.B2DA__001_00_01,152.998,500.0
TR,2018-04-08-1939-07S.LC07__001_00_01,21.995,200.0
LP,2018-10-14-0536-12S.LC05__001_00_01,167.995,200.0
TR,2018-06-05-0945-00S.LC10__001_00_01,29.995,200.0
VT,2018-03-12-0710-41S.LC10__001_00_01,16.995,200.0
TC,2018-07-30-2139-00S.LC05__001_00_01,79.995,200.0
TC,2018-03-08-0309-23S.LC10__001_00_01,15.995,200.0
TC,2018-04-27-1050-26S.LC10__001_00_01,29.995,200.0
VT,2018-05-31-2237-40S.LC10__001_00_01,19.995,200.0
VT,2018-04-02-2025-27S.LC10__001_00_01,22.995,200.0
VT,2018-06-01-1139-25S.LC07__001_00_01,14.995,200.0
HY,2018-05-02-0129-40S.LC10__001_00_01,39.995,200.0
LP,2018-03-12-0912-53S.LC10__001_00_01,10.995,200.0
TR,2018-03-16-0548-59S.LC07__001_00_01,19.995,200.0
TR,2018-05-25-1841-53S.LC10__001_00_01,126.995,200.0
VT,2018-04-17-1955-44S.LC07__001_00_01,19.995,200.0
TR,2018-09-04-1845-00S.LC08__001_00_01,79.995,200.0
VT,2018-03-14-0738-16S.LC10__001_00_01,11.995,200.0
LP,2018-04-03-0340-33S.LC08__001_00_01,18.995,200.0
VT,2018-06-13-1013-25S.LC10__001_00_01,19.995,200.0
VT,2018-06-22-0702-56S.LC10__001_00_01,43.995,200.0
VT,2018-04-19-0150-51S.LC10__001_00_01,14.995,200.0
TC,2018-05-26-0957-24S.B2DA__001_00_01,125.998,500.0
TC,2018-10-12-1735-54S.LC09__001_00_01,85.995,200.0
VT,2018-06-04-0000-07S.LC10__001_00_01,12.995,200.0
VT,2018-05-13-1237-56S.LC10__001_00_01,16.995,200.0
TC,2018-05-24-0546-40S.B2DA__001_00_01,79.998,500.0
VT,2018-05-05-0917-20S.LC07__001_00_01,79.995,200.0
LP,2018-05-05-1831-48S.LC10__001_00_01,141.995,200.0
TC,2018-03-21-0940-40S.LC05__001_00_01,49.995,200.0
VT,2018-08-26-2123-52S.LC04__001_00_01,17.995,200.0
TC,2018-06-20-2228-00S.LC10__001_00_01,14.995,200.0
TC,2018-04-04-0947-22S.LC10__001_00_01,21.995,200.0
VT,2018-06-15-0642-32S.LC10__001_00_01,22.995,200.0
TC,2018-06-24-2136-40S.LC10__001_00_01,79.995,200.0
VT,2018-06-16-1823-04S.LC10__001_00_01,15.995,200.0
VT,2018-06-12-2257-05S.LC10__001_00_01,19.995,200.0
HY,2018-04-25-0622-06S.LC10__001_00_01,13.995,200.0
VT,2018-04-27-1345-08S.LC10__001_00_01,9.995,200.0
VT,2018-03-31-0432-11S.LC10__001_00_01,28.995,200.0
TC,2018-03-09-0548-33S.B2DA__001_00_01,106.998,500.0
VT,2018-03-15-0656-24S.LC07__001_00_01,15.995,200.0
HY,2018-10-04-1749-19S.LC05__001_00_01,60.995,200.0
TC,2018-06-02-1240-00S.LC10__001_00_01,54.995,200.0
VT,2018-06-14-1410-00S.LC04__001_00_01,51.995,200.0
VT,2018-03-16-0351-14S.LC10__001_00_01,13.995,200.0
VT,2018-03-09-0730-57S.LC10__001_00_01,17.995,200.0
VT,2018-04-24-0903-33S.LC10__001_00_01,9.995,200.0
TC,2018-05-20-2330-30S.LC10__001_00_01,149.995,200.0
VT,2018-03-11-1234-11S.LC10__001_00_01,13.995,200.0
TR,2018-04-13-0555-46S.LC07__001_00_01,19.995,200.0
TC,2018-09-07-2219-00S.LC09__001_00_01,129.995,200.0
VT,2018-05-27-2144-40S.LC10__001_00_01,19.995,200.0
TC,2018-06-16-1720-46S.LC09__001_00_01,103.995,200.0
VT,2018-03-25-1351-11S.LC10__001_00_01,12.995,200.0
VT,2018-03-10-1320-23S.LC10__001_00_01,9.995,200.0
LP,2018-05-05-2104-00S.LC10__001_00_01,149.995,200.0
TC,2018-03-04-0956-26S.LC05__001_00_01,63.995,200.0
VT,2018-10-10-0737-38S.LC05__001_00_01,21.995,200.0
LP,2018-09-29-0304-45S.LC08__001_00_01,84.995,200.0
TC,2018-05-30-1930-00S.B2DA__001_00_01,59.998,500.0
VT,2018-04-04-0551-20S.LC10__001_00_01,9.995,200.0
VT,2018-05-29-0054-20S.LC10__001_00_01,19.995,200.0
TC,2018-03-23-2344-15S.LC10__001_00_01,9.995,200.0
TC,2018-05-19-0348-12S.LC10__001_00_01,34.995,200.0
TC,2018-03-12-1053-10S.LC10__001_00_01,16.995,200.0
VT,2018-03-07-1330-38S.LC10__001_00_01,31.995,200.0
TR,2018-06-05-0042-20S.LC10__001_00_01,39.995,200.0
VT,2018-03-28-0611-23S.LC07__001_00_01,36.995,200.0
TC,2018-08-30-1802-43S.LC05__001_00_01,66.995,200.0
TC,2018-06-14-1107-13S.LC10__001_00_01,151.995,200.0
VT,2018-03-09-0323-45S.B2DA__001_00_01,19.998,500.0
VT,2018-05-31-0622-20S.LC10__001_00_01,19.995,200.0
TR,2018-03-29-0416-25S.LC10__001_00_01,24.995,200.0
HY,2018-09-03-2023-22S.LC08__001_00_01,87.995,200.0
VT,2018-05-23-2037-15S.LC10__001_00_01,54.995,200.0
VT,2018-03-28-1756-09S.LC07__001_00_01,9.995,200.0
TC,2018-05-31-0412-18S.B2DA__001_00_01,61.998,500.0
VT,2018-06-19-0354-10S.LC10__001_00_01,9.995,200.0
TC,2018-03-30-1140-55S.LC10__001_00_01,14.995,200.0
TC,2018-05-05-1254-10S.LC10__001_00_01,229.995,200.0
TC,2018-03-29-2006-24S.LC10__001_00_01,23.995,200.0
LP,2018-05-12-1901-10S.LC10__001_00_01,89.995,200.0
TC,2018-05-27-2114-40S.LC10__001_00_01,139.995,200.0
TC,2018-07-10-1810-00S.LC10__001_00_01,54.995,200.0
VT,2018-03-24-0004-59S.LC10__001_00_01,14.995,200.0
VT,2018-06-20-1046-20S.LC10__001_00_01,9.995,200.0
LP,2018-03-04-0624-10S.LC05__001_00_01,8.995,200.0
LP,2018-03-05-1038-43S.LC05__001_00_01,33.995,200.0
TC,2018-08-07-1022-20S.LC09__001_00_01,89.995,200.0
VT,2018-04-14-0610-10S.LC10__001_00_01,19.995,200.0
VT,2018-08-11-1255-00S.LC05__001_00_01,24.995,200.0
TC,2018-06-29-0908-28S.LC10__001_00_01,21.995,200.0
TC,2018-08-24-2338-16S.LC08__001_00_01,163.995,200.0
VT,2018-04-04-0407-30S.LC10__001_00_01,19.995,200.0
VT,2018-04-06-1040-16S.LC10__001_00_01,15.995,200.0
HY,2018-04-24-0355-41S.LC10__001_00_01,28.995,200.0
HY,2018-03-10-1907-49S.LC10__001_00_01,56.995,200.0
TC,2018-05-12-1401-40S.LC10__001_00_01,19.995,200.0
VT,2018-05-02-1958-30S.LC10__001_00_01,19.995,200.0
VT,2018-07-04-1322-05S.LC10__001_00_01,24.995,200.0
VT,2018-05-18-0443-55S.LC10__001_00_01,12.995,200.0
TC,2018-05-06-0442-30S.LC10__001_00_01,24.995,200.0
VT,2018-04-19-0743-30S.LC10__001_00_01,34.995,200.0
TC,2018-04-14-1248-01S.LC10__001_00_01,88.995,200.0
VT,2018-04-15-0348-30S.LC10__001_00_01,9.995,200.0
VT,2018-05-06-0155-05S.LC07__001_00_01,14.995,200.0
TC,2018-03-09-1025-36S.LC10__001_00_01,10.995,200.0
TC,2018-03-11-1311-29S.LC07__001_00_01,21.995,200.0
TR,2018-03-30-2239-02S.LC07__001_00_01,22.995,200.0
VT,2018-03-25-1022-30S.LC10__001_00_01,13.995,200.0
TC,2018-04-24-0555-20S.B2DA__001_00_01,49.998,500.0
TC,2018-08-19-0500-36S.LC08__001_00_01,153.995,200.0
VT,2018-07-29-0342-45S.LC10__001_00_01,18.995,200.0
VT,2018-03-07-1054-05S.LC10__001_00_01,12.995,200.0
VT,2018-04-27-0923-51S.LC10__001_00_01,9.995,200.0
TC,2018-09-25-0625-08S.LC05__001_00_01,51.995,200.0
VT,2018-03-24-0706-21S.LC10__001_00_01,12.995,200.0
VT,2018-06-08-2110-50S.LC10__001_00_01,29.995,200.0
VT,2018-05-02-1915-38S.LC07__001_00_01,41.995,200.0
VT,2018-05-28-0132-40S.LC10__001_00_01,19.995,200.0
TC,2018-04-12-0149-24S.LC10__001_00_01,25.995,200.0
TC,2018-06-13-1843-40S.LC04__001_00_01,139.995,200.0
LP,2018-09-02-1330-30S.LC05__001_00_01,49.995,200.0
TC,2018-05-16-1426-00S.B2DA__001_00_01,99.998,500.0
VT,2018-03-27-2332-19S.LC10__001_00_01,9.995,200.0
TR,2018-05-21-2046-00S.LC10__001_00_01,49.995,200.0
VT,2018-03-05-0633-36S.LC07__001_00_01,10.995,200.0
VT,2018-03-12-0602-17S.LC10__001_00_01,9.995,200.0
VT,2018-05-26-0313-25S.LC10__001_00_01,34.995,200.0
TC,2018-03-11-1730-15S.LC10__001_00_01,19.995,200.0
TC,2018-08-06-1123-20S.LC05__001_00_01,39.995,200.0
TC,2018-05-17-1057-09S.LC10__001_00_01,150.995,200.0
TC,2018-05-21-1858-00S.LC10__001_00_01,29.995,200.0
LP,2018-04-07-2017-25S.B2DA__001_00_01,69.998,500.0
VT,2018-04-26-0931-28S.LC07__001_00_01,9.995,200.0
VT,2018-04-14-2058-01S.LC07__001_00_01,10.995,200.0
VT,2018-04-26-2005-16S.LC10__001_00_01,9.995,200.0
TC,2018-09-09-2341-10S.LC09__001_00_01,184.995,200.0
TC,2018-08-24-1727-44S.LC09__001_00_01,75.995,200.0
VT,2018-06-28-0035-55S.LC10__001_00_01,14.995,200.0
VT,2018-10-10-0745-40S.LC08__001_00_01,29.995,200.0
LP,2018-05-14-0334-00S.LC10__001_00_01,119.995,200.0
LP,2018-03-16-0302-50S.LC10__001_00_01,29.995,200.0
TR,2018-06-14-1750-55S.LC10__001_00_01,19.995,200.0
VT,2018-03-26-2348-34S.LC10__001_00_01,9.995,200.0
TC,2018-03-27-0911-57S.LC10__001_00_01,182.995,200.0
TC,2018-08-25-0308-49S.LC05__001_00_01,150.995,200.0
VT,2018-07-12-1209-36S.LC10__001_00_01,17.995,200.0
VT,2018-03-30-2100-15S.LC10__001_00_01,17.995,200.0
VT,2018-06-12-2208-47S.LC10__001_00_01,17.995,200.0
TC,2018-06-26-1105-00S.LC06__001_00_01,179.995,200.0
LP,2018-04-15-0923-44S.B2DA__001_00_01,9.998,500.0
VT,2018-06-26-0928-20S.LC10__001_00_01,24.995,200.0
VT,2018-04-21-1812-20S.LC10__001_00_01,19.995,200.0
LP,2018-06-29-0337-44S.LC05__001_00_01,135.995,200.0
TC,2018-04-12-0119-34S.LC10__001_00_01,15.995,200.0
LP,2018-05-03-2047-10S.B2DA__001_00_01,79.998,500.0
VT,2018-06-19-1227-15S.LC10__001_00_01,29.995,200.0
VT,2018-03-26-0540-02S.LC07__001_00_01,9.995,200.0
LP,2018-03-22-2100-32S.LC05__001_00_01,127.995,200.0
VT,2018-03-07-0714-21S.LC10__001_00_01,11.995,200.0
LP,2018-04-20-0706-09S.LC08__001_00_01,30.995,200.0
TR,2018-10-06-2316-00S.LC08__001_00_01,39.995,200.0
TC,2018-04-29-2259-15S.LC10__001_00_01,19.995,200.0
LP,2018-05-03-1847-40S.LC10__001_00_01,49.995,200.0
TC,2018-10-04-2322-33S.LC08__001_00_01,206.995,200.0
VT,2018-03-29-0336-58S.LC10__001_00_01,9.995,200.0
HY,2018-09-18-2100-26S.LC05__001_00_01,19.995,200.0
VT,2018-06-04-2022-00S.LC10__001_00_01,19.995,200.0
LP,2018-03-24-0528-40S.LC10__001_00_01,59.995,200.0
VT,2018-04-10-0450-39S.LC10__001_00_01,25.995,200.0
TC,2018-08-19-1141-00S.LC04__001_00_01,179.995,200.0
TC,2018-07-08-2107-59S.LC04__001_00_01,55.995,200.0
TC,2018-04-24-0658-11S.LC10__001_00_01,14.995,200.0
VT,2018-08-26-0717-03S.LC05__001_00_01,16.995,200.0
VT,2018-06-18-0746-40S.LC10__001_00_01,29.995,200.0
TR,2018-05-13-0533-20S.LC10__001_00_01,59.995,200.0
TC,2018-05-03-1006-10S.LC10__001_00_01,49.995,200.0
TC,2018-05-04-1726-20S.LC10__001_00_01,79.995,200.0
TR,2018-06-16-1915-55S.LC04__001_00_01,24.995,200.0
VT,2018-04-29-1252-50S.LC10__001_00_01,27.995,200.0
HY,2018-05-24-0320-50S.LC10__001_00_01,39.995,200.0
TC,2018-05-12-1840-30S.B2DA__001_00_01,99.998,500.0
VT,2018-03-16-0329-52S.LC07__001_00_01,17.995,200.0
LP,2018-04-27-2230-40S.LC10__001_00_01,24.995,200.0
VT,2018-05-19-1955-15S.LC10__001_00_01,24.995,200.0
VT,2018-06-03-0131-44S.LC10__001_00_01,15.995,200.0
LP,2018-05-05-1348-00S.LC10__001_00_01,599.995,200.0
TC,2018-04-12-0018-25S.LC07__001_00_01,54.995,200.0
VT,2018-03-26-1230-12S.LC10__001_00_01,19.995,200.0
TC,2018-05-29-1048-30S.LC10__001_00_01,24.995,200.0
VT,2018-06-02-1707-35S.LC10__001_00_01,24.995,200.0
LP,2018-03-05-0544-48S.LC08__001_00_01,26.995,200.0
LP,2018-03-15-1136-42S.B2DA__001_00_01,16.998,500.0
VT,2018-06-22-2208-20S.LC10__001_00_01,29.995,200.0
VT,2018-06-13-0924-05S.LC10__001_00_01,9.995,200.0
VT,2018-04-15-0317-37S.LC10__001_00_01,29.995,200.0
HY,2018-03-04-0532-30S.LC05__001_00_01,9.995,200.0
VT,2018-05-05-1158-30S.LC07__001_00_01,29.995,200.0
VT,2018-04-11-1229-02S.LC10__001_00_01,9.995,200.0
VT,2018-06-29-2107-30S.LC10__001_00_01,14.995,200.0
VT,2018-06-18-0632-00S.LC10__001_00_01,19.995,200.0
VT,2018-04-24-0917-53S.LC10__001_00_01,9.995,200.0
LP,2018-03-11-2236-40S.LC06__001_00_01,129.995,200.0
VT,2018-05-23-2226-30S.LC10__001_00_01,19.995,200.0
VT,2018-05-18-1911-05S.LC10__001_00_01,24.995,200.0
VT,2018-04-17-2229-18S.LC10__001_00_01,9.995,200.0
VT,2018-04-06-2357-06S.LC07__001_00_01,14.995,200.0
TR,2018-04-09-1208-15S.LC07__001_00_01,22.995,200.0
VT,2018-04-15-2129-00S.LC10__001_00_01,19.995,200.0
VT,2018-04-12-0952-16S.LC10__001_00_01,19.995,200.0
TC,2018-05-26-2041-20S.LC10__001_00_01,29.995,200.0
VT,2018-06-18-1442-43S.LC10__001_00_01,16.995,200.0
TC,2018-08-26-2055-18S.LC05__001_00_01,84.995,200.0
VT,2018-03-17-1850-08S.LC10__001_00_01,9.995,200.0
VT,2018-06-01-1307-45S.LC10__001_00_01,24.995,200.0
LP,2018-09-24-1931-30S.LC05__001_00_01,59.995,200.0
VT,2018-03-24-1235-50S.LC10__001_00_01,17.995,200.0
VT,2018-07-29-0112-17S.LC10__001_00_01,12.995,200.0
TC,2018-05-04-0539-46S.LC10__001_00_01,123.995,200.0
TC,2018-04-14-1706-12S.LC10__001_00_01,106.995,200.0
LP,2018-03-04-0739-00S.LC05__001_00_01,109.995,200.0
TC,2018-05-07-2231-40S.LC10__001_00_01,79.995,200.0
TR,2018-04-03-0940-10S.B2DA__001_00_01,13.998,500.0
TC,2018-06-19-2146-15S.LC03__001_00_01,34.995,200.0
TR,2018-03-13-0337-39S.LC10__001_00_01,24.995,200.0
